source,location,translation
MOONCAV1.WSA,MOONCAV.PAK\MOONCAV.EMC,
MOONCAV2.WSA,MOONCAV.PAK\MOONCAV.EMC,
The moonstone fits...,MOONCAV.PAK\MOONCAV.EMC,
I'm brilliant!,MOONCAV.PAK\MOONCAV.EMC,
The whole place is lit up with moonlight!,MOONCAV.PAK\MOONCAV.EMC,
Thank you! Thank you!,MOONCAV.PAK\MOONCAV.EMC,
And now as we promised...,MOONCAV.PAK\MOONCAV.EMC,
I feel strange...,MOONCAV.PAK\MOONCAV.EMC,
One of the gems on my amulet is now glowing purple!,MOONCAV.PAK\MOONCAV.EMC,
Is something missing here?,MOONCAV.PAK\MOONCAV.EMC,
I'll bet something fits in there...,MOONCAV.PAK\MOONCAV.EMC,
...but this is not it.,MOONCAV.PAK\MOONCAV.EMC,
I already put one here.,MOONCAV.PAK\MOONCAV.EMC,
The moonstone is locked in place.,MOONCAV.PAK\MOONCAV.EMC,
There is already a moonstone there.,MOONCAV.PAK\MOONCAV.EMC,
,EMCAV.PAK\EMCAV.EMC,
A cavern of emeralds,EMCAV.PAK\EMCAV.EMC,
Wow! The walls are made of emerald!,EMCAV.PAK\EMCAV.EMC,
,GENCAVB.PAK\GENCAVB.EMC,
Fireberries...,GENCAVB.PAK\GENCAVB.EMC,
Maybe these will help me find my way in the dark.,GENCAVB.PAK\GENCAVB.EMC,
A fireberry bush,GENCAVB.PAK\GENCAVB.EMC,
"A dark, mysterious cavern",GENCAVB.PAK\GENCAVB.EMC,
I can't see a thing in here!,GENCAVB.PAK\GENCAVB.EMC,
EYES.WSA,GENCAVB.PAK\GENCAVB.EMC,
Uh oh...,GENCAVB.PAK\GENCAVB.EMC,
Hello?,GENCAVB.PAK\GENCAVB.EMC,
,WELL.PAK\WELL.EMC,
Hello?  Anybody down there?,WELL.PAK\WELL.EMC,
I wonder if my green hat is still down there?,WELL.PAK\WELL.EMC,
The well is now filled with fresh water!,WELL.PAK\WELL.EMC,
Something's happening down there...,WELL.PAK\WELL.EMC,
Huh!?,WELL.PAK\WELL.EMC,
A Moonstone!,WELL.PAK\WELL.EMC,
I wish I hadn't done that.,WELL.PAK\WELL.EMC,
Oops.  I hope I don't need that later.,WELL.PAK\WELL.EMC,
Looks like Herman fixed this.,WELL.PAK\WELL.EMC,
There's my initials right on the side there.,WELL.PAK\WELL.EMC,
I carved them there myself!,WELL.PAK\WELL.EMC,
,FESTSTH.PAK\FESTSTH.EMC,
Dark forest,FESTSTH.PAK\FESTSTH.EMC,
,GATECV.PAK\GATECV.EMC,
CAVEDOOR.WSA,GATECV.PAK\GATECV.EMC,
ROCKS1.WSA,GATECV.PAK\GATECV.EMC,
Made it first shot!,GATECV.PAK\GATECV.EMC,
Looks like I'll need to toss in more rocks.,GATECV.PAK\GATECV.EMC,
ROCKS2.WSA,GATECV.PAK\GATECV.EMC,
Made it again!,GATECV.PAK\GATECV.EMC,
"It must need more rocks, though.",GATECV.PAK\GATECV.EMC,
ROCKS3.WSA,GATECV.PAK\GATECV.EMC,
Yes!,GATECV.PAK\GATECV.EMC,
This is too easy!,GATECV.PAK\GATECV.EMC,
ROCKS4.WSA,GATECV.PAK\GATECV.EMC,
Oops...,GATECV.PAK\GATECV.EMC,
ROCKS5.WSA,GATECV.PAK\GATECV.EMC,
I did it!,GATECV.PAK\GATECV.EMC,
I can get back outside.,GATECV.PAK\GATECV.EMC,
That looks like Grandfathers.,GATECV.PAK\GATECV.EMC,
I don't think that this is heavy enough to counteract that hanging weight.,GATECV.PAK\GATECV.EMC,
TRAPPED.WSA,GATECV.PAK\GATECV.EMC,
Oh now that's just great.,GATECV.PAK\GATECV.EMC,
The iron grate must be attached to the dish and counterweight mechanism.,GATECV.PAK\GATECV.EMC,
That torch is bolted in place.,GATECV.PAK\GATECV.EMC,
,HEALER.PAK\HEALER.EMC,
BRYNN1.WSA,HEALER.PAK\HEALER.EMC,
I found a note on his bench.,HEALER.PAK\HEALER.EMC,מצאתי את הפתק הזה על שולחנו.
It's marked with your name...,HEALER.PAK\HEALER.EMC,השם שלך כתוב עליו...
...but the rest is blank!,HEALER.PAK\HEALER.EMC,...אבל השאר ריק!
May I see it?,HEALER.PAK\HEALER.EMC,אפשר להביט בו?
"Brynn, Grandfather is hurt!",HEALER.PAK\HEALER.EMC,"ברין, סבא נפגע!"
"What happened, Brandon?",HEALER.PAK\HEALER.EMC,"מה קרה, ברנדון?"
He has been turned to stone!,HEALER.PAK\HEALER.EMC,הוא הפך לאבן!
I don't know how it happened!,HEALER.PAK\HEALER.EMC,אני לא יודע מה קרה!
Perhaps there is a clue at your home.,HEALER.PAK\HEALER.EMC,ייתכן שיש בביתך רמז כלשהו.
This is an enchanted message.,HEALER.PAK\HEALER.EMC,זו הודעה מכושפת.
I will remove the spell.,HEALER.PAK\HEALER.EMC,אסיר את הלחש.
"Brandon, you should read this",HEALER.PAK\HEALER.EMC,"ברנדון, כדאי שתקרא את זה"
,HEALER.PAK\HEALER.EMC,
BRYNN2.WSA,HEALER.PAK\HEALER.EMC,
Amulet...Lavender Rose?  What does this mean?,HEALER.PAK\HEALER.EMC,
"If Malcolm has escaped,",HEALER.PAK\HEALER.EMC,
He'll use his spiteful magic to destroy Kyrandia.,HEALER.PAK\HEALER.EMC,
Can't YOUR magic stop him?,HEALER.PAK\HEALER.EMC,
It will take all that we can gather to match Malcolm.,HEALER.PAK\HEALER.EMC,
What about Grandfather?,HEALER.PAK\HEALER.EMC,
"I am sorry, Brandon.",HEALER.PAK\HEALER.EMC,
Noble Kallak can only be saved by defeating Malcolm.,HEALER.PAK\HEALER.EMC,
What can we do?,HEALER.PAK\HEALER.EMC,
We are not helpless.,HEALER.PAK\HEALER.EMC,
Find a lavender rose for me...,HEALER.PAK\HEALER.EMC,
...and I shall create an enchantment to help you.,HEALER.PAK\HEALER.EMC,
What about--,HEALER.PAK\HEALER.EMC,
"Hurry, Brandon.",HEALER.PAK\HEALER.EMC,"הזדרז, ברנדון."
Each passing minute dilutes our strength.,HEALER.PAK\HEALER.EMC,
BRYNN3.WSA,HEALER.PAK\HEALER.EMC,
"Very good, Brandon.",HEALER.PAK\HEALER.EMC,"טוב מאוד, ברנדון."
Use the rose wisely and the royal amulet will be yours.,HEALER.PAK\HEALER.EMC,
Amulet?,HEALER.PAK\HEALER.EMC,
"In time, it will enable you to wield great power.",HEALER.PAK\HEALER.EMC,
Wow!,HEALER.PAK\HEALER.EMC,וואו!
Is that for me?,HEALER.PAK\HEALER.EMC,
In order to obtain the amulet...,HEALER.PAK\HEALER.EMC,
...you must place this rose upon the silver altar.,HEALER.PAK\HEALER.EMC,
Then you must find Darm.  He lives in the Timbermist Woods.,HEALER.PAK\HEALER.EMC,
He may be able to help you.,HEALER.PAK\HEALER.EMC,הוא עשוי לסייע לך.
Good luck Brandon...,HEALER.PAK\HEALER.EMC,בהצלחה ברנדון...
...and be careful.,HEALER.PAK\HEALER.EMC,...היה זהיר.
BRINENTR.WSA,HEALER.PAK\HEALER.EMC,
"Please show me the note, Brandon.",HEALER.PAK\HEALER.EMC,"הראה לי את הפתק בבקשה, ברנדון."
This is not what we are looking for.,HEALER.PAK\HEALER.EMC,זה לא מה שחיפשנו.
Maybe there is a better clue.,HEALER.PAK\HEALER.EMC,אולי יש שם רמז מוצלח יותר.
"Did you find a clue, Brandon?",HEALER.PAK\HEALER.EMC,"האם מצאת את הרמז, ברנדון?"
Brandon...,HEALER.PAK\HEALER.EMC,ברנדון...
Please bring me a lavender rose.,HEALER.PAK\HEALER.EMC,
You must place your silver rose on the silver altar.,HEALER.PAK\HEALER.EMC,
Dance of the Mystics,HEALER.PAK\HEALER.EMC,מחול המיסטיקנים
The Kyrandian Royal Chalice,HEALER.PAK\HEALER.EMC,הגביע הקירנדיאני המלכותי
The Ancient Kyr-Pot,HEALER.PAK\HEALER.EMC,הקיר-סיר העתיק
I'll bet this incense burner is why Brynn always smells so good.,HEALER.PAK\HEALER.EMC,הקטורת הזו היא בודאי הסיבה שלברין יש תמיד ריח נעים כל כך.
"Oops, sorry...",HEALER.PAK\HEALER.EMC,"אופס, מצטער..."
I thought that was a spitoon.,HEALER.PAK\HEALER.EMC,חשבתי שזו מרקקה.
"Hmm, no donations accepted I guess.",HEALER.PAK\HEALER.EMC,
"Boy, this floor sure is slippery.",HEALER.PAK\HEALER.EMC,"בחיי, הרצפה הזו בהחלט חלקה."
Inside the Temple,HEALER.PAK\HEALER.EMC,בתוך המקדש
Have you brought me the note?,HEALER.PAK\HEALER.EMC,
"Did you bring the lavender rose, Brandon?",HEALER.PAK\HEALER.EMC,
"Did you get the amulet already, Brandon?",HEALER.PAK\HEALER.EMC,
"Greetings, Brandon.",HEALER.PAK\HEALER.EMC,"ברכות, ברנדון."
"Welcome, Brandon.",HEALER.PAK\HEALER.EMC,
Hey Brynn!,HEALER.PAK\HEALER.EMC,"היי, ברין!"
I got the amulet!,HEALER.PAK\HEALER.EMC,
Brynn!?,HEALER.PAK\HEALER.EMC,
Brynn!!!,HEALER.PAK\HEALER.EMC,
,ALCHEMY.PAK\ALCHEMY.EMC,
I think I like it better inside.,ALCHEMY.PAK\ALCHEMY.EMC,
Looks like alot of Zanthia's useless stuff.,ALCHEMY.PAK\ALCHEMY.EMC,
I think this must have been Zanthia's bedroom.,ALCHEMY.PAK\ALCHEMY.EMC,
A bedroom,ALCHEMY.PAK\ALCHEMY.EMC,חדר שינה
,BRIDGE.PAK\BRIDGE.EMC,
A rickety bridge,BRIDGE.PAK\BRIDGE.EMC,
Hey!,BRIDGE.PAK\BRIDGE.EMC,
"You fixed the bridge, Herman!",BRIDGE.PAK\BRIDGE.EMC,
It's completely safe now!,BRIDGE.PAK\BRIDGE.EMC,
"Uh, yeah...",BRIDGE.PAK\BRIDGE.EMC,
It looks...,BRIDGE.PAK\BRIDGE.EMC,
...definitely rebuilt!,BRIDGE.PAK\BRIDGE.EMC,
"Thanks, Brandon.",BRIDGE.PAK\BRIDGE.EMC,
So where's my saw?,BRIDGE.PAK\BRIDGE.EMC,
Well...I...uh...didn't know you'd want it back.,BRIDGE.PAK\BRIDGE.EMC,
"But, I'll go find it right away!",BRIDGE.PAK\BRIDGE.EMC,
,OAKS.PAK\OAKS.EMC,
"Hmm, don't these usually fall off when they're ripe?",OAKS.PAK\OAKS.EMC,
The acorn that was here has been picked.,OAKS.PAK\OAKS.EMC,
,FWSTSTH.PAK\FWSTSTH.EMC,
Dark forest,FWSTSTH.PAK\FWSTSTH.EMC,
,ALGAE.PAK\ALGAE.EMC,
How'd he do that?,ALGAE.PAK\ALGAE.EMC,
Aren't there any easy parts?,ALGAE.PAK\ALGAE.EMC,
A ruined fountain,ALGAE.PAK\ALGAE.EMC,
,SQUARE.PAK\SQUARE.EMC,
That emerald is really wedged in there.,SQUARE.PAK\SQUARE.EMC,
You'd think there'd be some birds on this.,SQUARE.PAK\SQUARE.EMC,
This looks like an old mystic.,SQUARE.PAK\SQUARE.EMC,
Doesn't look like Malcolm is bothering the Kyrandian Garden Club.,SQUARE.PAK\SQUARE.EMC,
,CGATE.PAK\CGATE.EMC,
ACIDGATE.WSA,CGATE.PAK\CGATE.EMC,
"Oh, no!",CGATE.PAK\CGATE.EMC,
Oh!  NO!,CGATE.PAK\CGATE.EMC,
GATE.WSA,CGATE.PAK\CGATE.EMC,
This obviously needs a key.,CGATE.PAK\CGATE.EMC,
The gate is now unlocked.,CGATE.PAK\CGATE.EMC,
This key doesn't fit this keyhole.,CGATE.PAK\CGATE.EMC,
"Thanks, Mom!",CGATE.PAK\CGATE.EMC,
The key fit...,CGATE.PAK\CGATE.EMC,
...but did it work?,CGATE.PAK\CGATE.EMC,
,STARTUP.PAK\_NPC.EMC,
Let's try this.,STARTUP.PAK\_NPC.EMC,בואו ננסה.
Here goes...,STARTUP.PAK\_NPC.EMC, הנה זה בא...
I feel kind of strange...,STARTUP.PAK\_NPC.EMC,אני מרגיש מוזר במקצת...
PEGASUS.WSA,STARTUP.PAK\_NPC.EMC,
There's nothing I can do with it when I'm like this.,STARTUP.PAK\_NPC.EMC,
"Hmm?  Blank, except it has Brynn's name on it!",STARTUP.PAK\_NPC.EMC,"הממ? ריק, אבל השם של ברין כתוב עליו!"
I'd better go to the temple.,STARTUP.PAK\_NPC.EMC,מוטב שאלך למקדש.
Brynn will know what to do!,STARTUP.PAK\_NPC.EMC,ברין תדע מה לעשות!
(sniff),STARTUP.PAK\_NPC.EMC,
Smells like a rose to me.,STARTUP.PAK\_NPC.EMC,מריח כמו שושנה.
Yum!  A small snack is nice.,STARTUP.PAK\_NPC.EMC,טעים!  חטיף קטן זה נחמד.
Yuck!  Medevial sushi.,STARTUP.PAK\_NPC.EMC,איכס!  סושי מימי הביניים.
Tastes like alfalfa...,STARTUP.PAK\_NPC.EMC,טעם של מספוא...
...but I like it!,STARTUP.PAK\_NPC.EMC,...אבל כמו שאני אוהב!
-gulp-,STARTUP.PAK\_NPC.EMC, -לגימה-
Ahhh...,STARTUP.PAK\_NPC.EMC, אחחח...
*COUGH*,STARTUP.PAK\_NPC.EMC,*שיעול*
*COUGH*,STARTUP.PAK\_NPC.EMC,   *שיעול*
Yuck! It's salt water!,STARTUP.PAK\_NPC.EMC,איכס! אלו מי מלח!
Ooh.  That tingles.,STARTUP.PAK\_NPC.EMC,אוו.  זה מדגדג.
"Hey, one of the jewels on my amulet is blue now!",STARTUP.PAK\_NPC.EMC,"היי, אחת מאבני החן על הקמע שלי כחולה פתאום!"
*Hiccup*,STARTUP.PAK\_NPC.EMC,*שיהוק*
*Hiccup*,STARTUP.PAK\_NPC.EMC,  *שיהוק*
*Hiccup*,STARTUP.PAK\_NPC.EMC, *שיהוק*
I think they're gone.,STARTUP.PAK\_NPC.EMC,
Yecch!  Tastes like furniture polish!,STARTUP.PAK\_NPC.EMC,איככ! טעם של לכה!
Oh no!,STARTUP.PAK\_NPC.EMC,  הו לא!
Not again!,STARTUP.PAK\_NPC.EMC,לא שוב!
Yum!  It's warm and spicy!,STARTUP.PAK\_NPC.EMC,
Time for a little visit.,STARTUP.PAK\_NPC.EMC,זמן לביקור קצר.
This potion should help me get in there.,STARTUP.PAK\_NPC.EMC,
LEP_IN.WSA,STARTUP.PAK\_NPC.EMC,
"Hey, that was fun!",STARTUP.PAK\_NPC.EMC,"היי, זה היה כיף!"
Ow!,STARTUP.PAK\_NPC.EMC, או!
This gold coin is ENORMOUS!,STARTUP.PAK\_NPC.EMC,מטבע הזהב הזה עצום!
I caught this teardrop at the Pool of Sorrow.,STARTUP.PAK\_NPC.EMC,
I caught this teardrop by this pool.,STARTUP.PAK\_NPC.EMC,
A nice addition to my marble colection.,STARTUP.PAK\_NPC.EMC,
Delicious!  I hope they aren't poisonous.,STARTUP.PAK\_NPC.EMC,
SHATTER.WSA,STARTUP.PAK\_NPC.EMC,
Great!,STARTUP.PAK\_NPC.EMC,  אדיר!
That last note shattered the ice!,STARTUP.PAK\_NPC.EMC,
I didn't think my playing was THAT bad.,STARTUP.PAK\_NPC.EMC,
Let's try this.,STARTUP.PAK\_NPC.EMC,
I did it!,STARTUP.PAK\_NPC.EMC,
I made the flames go out!,STARTUP.PAK\_NPC.EMC,
I guess I'll give it a shot...,STARTUP.PAK\_NPC.EMC,
It worked!,STARTUP.PAK\_NPC.EMC,  זה עבד!
This scroll is starting to pay off!,STARTUP.PAK\_NPC.EMC,
Brrr!,STARTUP.PAK\_NPC.EMC, בררר!
"Hmm.  Nothing happened, but I feel like going somewhere else.",STARTUP.PAK\_NPC.EMC,
I thought this was a dead starfish.,STARTUP.PAK\_NPC.EMC,
A garnet this big must be very valuable.,STARTUP.PAK\_NPC.EMC,נופך גדול שכזה בודאי בעל ערך רב.
Oooh!  Purple sparkles!,STARTUP.PAK\_NPC.EMC,אוווו!  ניצוצות סגולים!
It's shaped like a perfect triangle.,STARTUP.PAK\_NPC.EMC,
This diamond glitters in the sunlight.,STARTUP.PAK\_NPC.EMC,
This emerald is my favorite color.,STARTUP.PAK\_NPC.EMC,
This pearl must have come from the sea.,STARTUP.PAK\_NPC.EMC,
It was dangerous getting this ruby.,STARTUP.PAK\_NPC.EMC,
"Hmm,  isn't this Di Magno Ferro, Sil Quad Oxylate?",STARTUP.PAK\_NPC.EMC,
Hmm?  A corundum conundrum!,STARTUP.PAK\_NPC.EMC,
What a curious combination of colors.,STARTUP.PAK\_NPC.EMC,
Looks like a huge cough drop.,STARTUP.PAK\_NPC.EMC,
This is the darkest gem I have ever seen.,STARTUP.PAK\_NPC.EMC,
This stone is warm to the touch.,STARTUP.PAK\_NPC.EMC,
This jewel glows with its own inner-light.,STARTUP.PAK\_NPC.EMC,
This rare gem has a tiny rainbow inside it.,STARTUP.PAK\_NPC.EMC,
Smells wonderful!,STARTUP.PAK\_NPC.EMC,
"A rare, exotic flower.",STARTUP.PAK\_NPC.EMC,
"Oh look, it's got half a worm in it.",STARTUP.PAK\_NPC.EMC,
This rose tingles in my hand.,STARTUP.PAK\_NPC.EMC,
I'd like to keep this!,STARTUP.PAK\_NPC.EMC,
This looks important!,STARTUP.PAK\_NPC.EMC,
"Oh, no!  Pitch!",STARTUP.PAK\_NPC.EMC,
I think I'm going nuts.,STARTUP.PAK\_NPC.EMC,
I wonder what a floornut tastes like?,STARTUP.PAK\_NPC.EMC,
It's glowing very bright!,STARTUP.PAK\_NPC.EMC,
It's getting dimmer.,STARTUP.PAK\_NPC.EMC,
"Oh, no!  It's real dim!",STARTUP.PAK\_NPC.EMC,
"Uh, oh!  It's almost out!",STARTUP.PAK\_NPC.EMC,
Help!!,STARTUP.PAK\_NPC.EMC,
No more meat.,STARTUP.PAK\_NPC.EMC,
I love these!,STARTUP.PAK\_NPC.EMC,
Could this be carved from emerald?,STARTUP.PAK\_NPC.EMC,
That tickles!,STARTUP.PAK\_NPC.EMC,
Obviously a magical orb.,STARTUP.PAK\_NPC.EMC,
This feels like a watermelon.,STARTUP.PAK\_NPC.EMC,
What time IS it?,STARTUP.PAK\_NPC.EMC,
Where does this go?,STARTUP.PAK\_NPC.EMC,
What am I thinking?  It's empty!,STARTUP.PAK\_NPC.EMC,
Nothing in it.,STARTUP.PAK\_NPC.EMC,
This thing is heavy.,STARTUP.PAK\_NPC.EMC,
This is way too big for my head!,STARTUP.PAK\_NPC.EMC,
Obviously an item of royalty.,STARTUP.PAK\_NPC.EMC,
This probably isn't to the restroom!,STARTUP.PAK\_NPC.EMC,
Pretty tasty! I was getting hungry.,STARTUP.PAK\_NPC.EMC,
No more meat left on this.,STARTUP.PAK\_NPC.EMC,
"Sniff, sniff.",STARTUP.PAK\_NPC.EMC,
It feels like I'm completely weightless.,STARTUP.PAK\_NPC.EMC,אני מרגיש לגמרי חסר משקל.
Why do I have to do everything?,STARTUP.PAK\_NPC.EMC,מדוע אני זה שחייב לעשות הכל?
I wish I had a horse to ride.,STARTUP.PAK\_NPC.EMC,הלוואי שהיה לי איזה סוס לרכוב עליו.
I can't believe they let this happen!,STARTUP.PAK\_NPC.EMC,אני לא מאמין שנתנו לזה לקרות!
Too bad I can't take a quick nap!,STARTUP.PAK\_NPC.EMC,
I think I'm getting a rash!,STARTUP.PAK\_NPC.EMC,
Where is everybody?,STARTUP.PAK\_NPC.EMC,
You'd think somebody would have a map of this place!,STARTUP.PAK\_NPC.EMC,
It seems like these caverns go on forever.,STARTUP.PAK\_NPC.EMC,
Eeeu!  I got pitch all over my vest!,STARTUP.PAK\_NPC.EMC,
How am I supposed to know what to do!?,STARTUP.PAK\_NPC.EMC,
I'm starving!  I never did get lunch!,STARTUP.PAK\_NPC.EMC,
Who would notice if I just went home?,STARTUP.PAK\_NPC.EMC,
My feet are killing me!,STARTUP.PAK\_NPC.EMC,
I'd do anything for a pair of sandals!,STARTUP.PAK\_NPC.EMC,
,FOYER.PAK\FOYER.EMC,
PUNCH1.WSA,FOYER.PAK\FOYER.EMC,
PUNCH2.WSA,FOYER.PAK\FOYER.EMC,
PUNCH3.WSA,FOYER.PAK\FOYER.EMC,
"My, you are clever!",FOYER.PAK\FOYER.EMC,
What gall you show to break my rule!,FOYER.PAK\FOYER.EMC,
Do you wish to fight me now?,FOYER.PAK\FOYER.EMC,
Or will you heed your mommy's plea?,FOYER.PAK\FOYER.EMC,
Did your Grandpa knit that vest?,FOYER.PAK\FOYER.EMC,
"Don't push, old man!",FOYER.PAK\FOYER.EMC,
I'm warning you!,FOYER.PAK\FOYER.EMC,
"You're warning ME? At last, a joke!",FOYER.PAK\FOYER.EMC,
"Move aside, I'm going in!",FOYER.PAK\FOYER.EMC,
"I told you no, but still you must?",FOYER.PAK\FOYER.EMC,
Don't push again old man!,FOYER.PAK\FOYER.EMC,
An ultimatum?,FOYER.PAK\FOYER.EMC,
Here's the push!,FOYER.PAK\FOYER.EMC,
Jerk.,FOYER.PAK\FOYER.EMC,
There's no more room on the pillow.,FOYER.PAK\FOYER.EMC,
I hope this is the correct spot to lay the sceptre.,FOYER.PAK\FOYER.EMC,
I wonder if this is where the crown belongs?,FOYER.PAK\FOYER.EMC,
I think the chalice probably belongs on this pillow.,FOYER.PAK\FOYER.EMC,
Red velvet!,FOYER.PAK\FOYER.EMC,
That should do it...,FOYER.PAK\FOYER.EMC,
FOYER.WSA,FOYER.PAK\FOYER.EMC,
Excellent!,FOYER.PAK\FOYER.EMC,
All the royal vestments are placed...,FOYER.PAK\FOYER.EMC,
...but are they in the correct order?,FOYER.PAK\FOYER.EMC,
Wish I had a sledge-hammer!,FOYER.PAK\FOYER.EMC,
"Of course, it's locked too!",FOYER.PAK\FOYER.EMC,
This must be the Kyra-Vault!,FOYER.PAK\FOYER.EMC,
,EDGE.PAK\EDGE.EMC,
A rocky wall,EDGE.PAK\EDGE.EMC,
,MIX.PAK\MIX.EMC,
I already put a potion in there.,MIX.PAK\MIX.EMC,
MIXROX.WSA,MIX.PAK\MIX.EMC,
That's impressive!,MIX.PAK\MIX.EMC,
That seemed to do something.,MIX.PAK\MIX.EMC,
There's nothing in here.,MIX.PAK\MIX.EMC,
It's absorbed within the crystal.,MIX.PAK\MIX.EMC,
I don't think an empty vial will work here.,MIX.PAK\MIX.EMC,
Nothing happened.,MIX.PAK\MIX.EMC,
Hmm.  That's no help.,MIX.PAK\MIX.EMC,
I doubt an empty vial will work here.,MIX.PAK\MIX.EMC,
It's shape doesn't match the engraving.,MIX.PAK\MIX.EMC,
The Crystals of Alchemy,MIX.PAK\MIX.EMC,
,BELROOM.PAK\BELROOM.EMC,
RAISEPIC.WSA,BELROOM.PAK\BELROOM.EMC,
RINGBELL.WSA,BELROOM.PAK\BELROOM.EMC,
Well well well...,BELROOM.PAK\BELROOM.EMC,
I hope I'm not supposed to sing now!,BELROOM.PAK\BELROOM.EMC,
Poor Zanthia.,BELROOM.PAK\BELROOM.EMC,
Hopefully she can be restored too.,BELROOM.PAK\BELROOM.EMC,
Looks like it might storm.,BELROOM.PAK\BELROOM.EMC,
Too bad I can't light this.,BELROOM.PAK\BELROOM.EMC,
Could that be Grandfather?,BELROOM.PAK\BELROOM.EMC,
This could have been Grandfather's room...,BELROOM.PAK\BELROOM.EMC,
...or Zanthia's.,BELROOM.PAK\BELROOM.EMC,
A gold key!,BELROOM.PAK\BELROOM.EMC,
There is nothing else hidden behind the portrait.,BELROOM.PAK\BELROOM.EMC,
FA,BELROOM.PAK\BELROOM.EMC,
MI,BELROOM.PAK\BELROOM.EMC,
RE,BELROOM.PAK\BELROOM.EMC,
DO,BELROOM.PAK\BELROOM.EMC,
A bedroom,BELROOM.PAK\BELROOM.EMC,
I don't know if this will work...,BELROOM.PAK\BELROOM.EMC,
,RUBY.PAK\RUBY.EMC,
At least I'll get this.,RUBY.PAK\RUBY.EMC,
Yeow!,RUBY.PAK\RUBY.EMC,
Ow!,RUBY.PAK\RUBY.EMC,
Ow! That snake bit me!,RUBY.PAK\RUBY.EMC,
"Hmm, where is he now?",RUBY.PAK\RUBY.EMC,
Oh great...,RUBY.PAK\RUBY.EMC,
...Like being poisoned once isn't enough.,RUBY.PAK\RUBY.EMC,
The ruby that once grew there is now gone.,RUBY.PAK\RUBY.EMC,
,LIBRARY.PAK\LIBRARY.EMC,
HIDPAGE.TMP,LIBRARY.PAK\LIBRARY.EMC,
FIREPLCE.WSA,LIBRARY.PAK\LIBRARY.EMC,
PEON?,LIBRARY.PAK\LIBRARY.EMC,
NOPE!,LIBRARY.PAK\LIBRARY.EMC,
At least it's OPENed!,LIBRARY.PAK\LIBRARY.EMC,
Aha! What's that?,LIBRARY.PAK\LIBRARY.EMC,
I guess this didn't fit Malcolm's head.,LIBRARY.PAK\LIBRARY.EMC,
"That book is marked ""P"" for Potions.",LIBRARY.PAK\LIBRARY.EMC,
"That book is marked ""G"" for Gemlore.",LIBRARY.PAK\LIBRARY.EMC,
"That book is marked ""A"" for Alchemy.",LIBRARY.PAK\LIBRARY.EMC,
"That book is marked ""M"" for Magic.",LIBRARY.PAK\LIBRARY.EMC,
"That book is marked ""E"" for Enchantment.",LIBRARY.PAK\LIBRARY.EMC,
"That book is marked ""N"" for Nature.",LIBRARY.PAK\LIBRARY.EMC,
"That book is marked ""R"" for Royalty.",LIBRARY.PAK\LIBRARY.EMC,
"That book is marked ""O"" for Opals.",LIBRARY.PAK\LIBRARY.EMC,
Whoops!,LIBRARY.PAK\LIBRARY.EMC,
A small study,LIBRARY.PAK\LIBRARY.EMC,
,BONKBG.PAK\BONKBG.EMC,
Any more surprises?,BONKBG.PAK\BONKBG.EMC,
Dark forest,BONKBG.PAK\BONKBG.EMC,
Hmm...,BONKBG.PAK\BONKBG.EMC,
...If there's a merchant near here...,BONKBG.PAK\BONKBG.EMC,
...I'll get new socks.,BONKBG.PAK\BONKBG.EMC,
,GRAVE.PAK\GRAVE.EMC,
MOTHER1.WSA,GRAVE.PAK\GRAVE.EMC,
MOTHER2.WSA,GRAVE.PAK\GRAVE.EMC,
My baby!  I knew you'd come!,GRAVE.PAK\GRAVE.EMC,
Mother?,GRAVE.PAK\GRAVE.EMC,
"You have grown up handsome, son.",GRAVE.PAK\GRAVE.EMC,
You have your father's eyes.,GRAVE.PAK\GRAVE.EMC,
I use them only to seek your revenge!,GRAVE.PAK\GRAVE.EMC,
Control your anger Brandon.,GRAVE.PAK\GRAVE.EMC,
You must free the Kyragem to reclaim your throne.,GRAVE.PAK\GRAVE.EMC,
Malcolm is vile and deserves to die!,GRAVE.PAK\GRAVE.EMC,
"Do not waste your powers on destruction, my son.",GRAVE.PAK\GRAVE.EMC,
You will require the Royal Chalice...,GRAVE.PAK\GRAVE.EMC,
...and this...,GRAVE.PAK\GRAVE.EMC,
You have my gift.,GRAVE.PAK\GRAVE.EMC,
It is all I can give.,GRAVE.PAK\GRAVE.EMC,
Be brave my son...,GRAVE.PAK\GRAVE.EMC,
...and use your magic wisely.,GRAVE.PAK\GRAVE.EMC,
William and Katherine,GRAVE.PAK\GRAVE.EMC,
"Hello Mother, Father.",GRAVE.PAK\GRAVE.EMC,
I wish I could do something to honor their memory.,GRAVE.PAK\GRAVE.EMC,
"Goodbye, Mother.",GRAVE.PAK\GRAVE.EMC,
I think one flower was enough.,GRAVE.PAK\GRAVE.EMC,
I don't think I should use this to pay my respects.,GRAVE.PAK\GRAVE.EMC,
I don't want to put anything else on their graves.,GRAVE.PAK\GRAVE.EMC,
A misty grave,GRAVE.PAK\GRAVE.EMC,
Oh no!!!,GRAVE.PAK\GRAVE.EMC,
,GRTHALL.PAK\GRTHALL.EMC,
I can't get to the upper level from here.,GRTHALL.PAK\GRTHALL.EMC,
"Hmm.  Well, that did something, but they're still locked!",GRTHALL.PAK\GRTHALL.EMC,
Aha!  Unlocked at last!,GRTHALL.PAK\GRTHALL.EMC,
